id,uuid_a,gene_name_a,ncbi_id_b,uuid_b,gene_name_b,protein_name_b,alt_id_b,detection_method,pmid,analytic_throughput,source,curater_comments,meeting_imex_criteria,high_stringency_interactor
1284,O15294,OGT,Homo sapiens (Human),O43166,SIPA1L1,Signal-induced proliferation-associated 1-like protein 1,refseq:NP_001271174|refseq:NP_001271175|refseq:NP_056371|refseq:XP_005267573|refseq:XP_011534932|refseq:XP_011534933|refseq:XP_011534934|refseq:XP_011534937|refseq:XP_016876648|refseq:XP_016876649|refseq:XP_016876650|refseq:XP_016876651|refseq:XP_016876652|refseq:XP_016876653|refseq:XP_016876654|refseq:XP_016876655|refseq:XP_016876656|refseq:XP_016876657|refseq:XP_016876658|refseq:XP_016876659|refseq:XP_016876660|refseq:XP_016876661|refseq:XP_016876662|refseq:XP_016876663|refseq:XP_016876664|refseq:XP_016876665|refseq:XP_016876666|refseq:XP_016876667|refseq:XP_016876668|refseq:XP_016876669|refseq:XP_016876675|refseq:XP_016876676|refseq:XP_016876677|refseq:XP_016876678|refseq:XP_016876679|refseq:XP_016876680|refseq:XP_016876681|refseq:XP_016876682,tandem affinity purification,22883232,High throughput,GUMC,,,
1285,O15294,OGT,Homo sapiens (Human),Q15758,SLC1A5,Neutral amino acid transporter B(0),refseq:NP_001138616|refseq:NP_001138617|refseq:NP_005619,tandem affinity purification,22883232,High throughput,GUMC,,,
1286,O15294,OGT,Homo sapiens (Human),Q00325,SLC25A3,"Phosphate carrier protein, mitochondrial",refseq:NP_002626|refseq:NP_005879|refseq:NP_998776,tandem affinity purification,22883232,High throughput,GUMC,,,
1287,O15294,OGT,Homo sapiens (Human),P05141,SLC25A5,ADP/ATP translocase 2,refseq:NP_001143,tandem affinity purification,22883232,High throughput,GUMC,,,
1288,O15294,OGT,Homo sapiens (Human),P12236,SLC25A6,ADP/ATP translocase 3,refseq:NP_001627,tandem affinity purification,22883232,High throughput,GUMC,,,
1289,O15294,OGT,Homo sapiens (Human),P08195,SLC3A2,4F2 cell-surface antigen heavy chain,refseq:NP_001012680|refseq:NP_001012682|refseq:NP_001013269|refseq:NP_002385,tandem affinity purification,22883232,High throughput,GUMC,,,
1290,O15294,OGT,Homo sapiens (Human),P51532,SMARCA4,Transcription activator BRG1,refseq:NP_001122316|refseq:NP_001122317|refseq:NP_001122318|refseq:NP_001122319|refseq:NP_001122320|refseq:NP_003063|refseq:XP_016882654|refseq:XP_016882655|refseq:XP_016882656|refseq:XP_016882657,tandem affinity purification,22883232,High throughput,GUMC,,,
1291,O15294,OGT,Homo sapiens (Human),O60264,SMARCA5,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5,refseq:NP_003592,tandem affinity purification,22883232,High throughput,GUMC,,,
1292,O15294,OGT,Homo sapiens (Human),O95347,SMC2,Structural maintenance of chromosomes protein 2,refseq:NP_001036015|refseq:NP_001036016|refseq:NP_001252531|refseq:NP_006435|refseq:XP_006716996|refseq:XP_011516450|refseq:XP_011516451|refseq:XP_011516455|refseq:XP_016869695|refseq:XP_016869696|refseq:XP_016869697,tandem affinity purification,22883232,High throughput,GUMC,,,
1293,O15294,OGT,Homo sapiens (Human),Q9NTJ3,SMC4,Structural maintenance of chromosomes protein 4,refseq:NP_001002800|refseq:NP_001275682|refseq:NP_005487|refseq:XP_011510613,tandem affinity purification,22883232,High throughput,GUMC,,,
1294,O15294,OGT,Homo sapiens (Human),Q16637,SMN1,Survival motor neuron protein,refseq:NP_000335|refseq:NP_001284644|refseq:NP_059107|refseq:NP_075012|refseq:NP_075013|refseq:NP_075014|refseq:NP_075015|refseq:XP_016865275,tandem affinity purification,22883232,High throughput,GUMC,,,
1295,O15294,OGT,Homo sapiens (Human),O00161,SNAP23,Synaptosomal-associated protein 23,refseq:NP_003816|refseq:NP_570710,tandem affinity purification,22883232,High throughput,GUMC,,,
1296,O15294,OGT,Homo sapiens (Human),P14678,SNRPB,Small nuclear ribonucleoprotein-associated proteins B and B',refseq:NP_003082|refseq:NP_937859,tandem affinity purification,22883232,High throughput,GUMC,,,
1297,O15294,OGT,Homo sapiens (Human),P62316,SNRPD2,Small nuclear ribonucleoprotein Sm D2,refseq:NP_004588|refseq:NP_808210,tandem affinity purification,22883232,High throughput,GUMC,,,
1298,O15294,OGT,Homo sapiens (Human),P62306,SNRPF,Small nuclear ribonucleoprotein F,refseq:NP_003086,tandem affinity purification,22883232,High throughput,GUMC,,,
1299,O15294,OGT,Homo sapiens (Human),P63162,SNRPN,Small nuclear ribonucleoprotein-associated protein N,refseq:NP_003088|refseq:NP_005669|refseq:NP_073716|refseq:NP_073717|refseq:NP_073718|refseq:NP_073719,tandem affinity purification,22883232,High throughput,GUMC,,,
1300,O15294,OGT,Homo sapiens (Human),P18583,SON,Protein SON,refseq:NP_001278340|refseq:NP_001278341|refseq:NP_115571|refseq:NP_620305,tandem affinity purification,22883232,High throughput,GUMC,,,
1301,O15294,OGT,Homo sapiens (Human),Q5M775,SPECC1,Cytospin-B,refseq:NP_001028725|refseq:NP_001028726|refseq:NP_001028727|refseq:NP_001230367|refseq:NP_001230368|refseq:NP_690868|refseq:XP_016880814,tandem affinity purification,22883232,High throughput,GUMC,,,
1302,O15294,OGT,Homo sapiens (Human),Q13813,SPTAN1,"Spectrin alpha chain, non-erythrocytic 1",refseq:NP_001123910|refseq:NP_001182461|refseq:NP_003118,tandem affinity purification,22883232,High throughput,GUMC,,,
1303,O15294,OGT,Homo sapiens (Human),Q01082,SPTBN1,"Spectrin beta chain, non-erythrocytic 1",refseq:NP_003119|refseq:NP_842565|refseq:XP_005264574|refseq:XP_006712150|refseq:XP_016860268|refseq:XP_016860269|refseq:XP_016860270,tandem affinity purification,22883232,High throughput,GUMC,,,
1304,O15294,OGT,Homo sapiens (Human),O15020,SPTBN2,"Spectrin beta chain, non-erythrocytic 2",refseq:NP_008877|refseq:XP_005274249|refseq:XP_005274250|refseq:XP_006718734|refseq:XP_016873663|refseq:XP_016873664|refseq:XP_016873665|refseq:XP_016873666|refseq:XP_016873667,tandem affinity purification,22883232,High throughput,GUMC,,,
1305,O15294,OGT,Homo sapiens (Human),P37108,SRP14,Signal recognition particle 14 kDa protein,refseq:NP_003125,tandem affinity purification,22883232,High throughput,GUMC,,,
1306,O15294,OGT,Homo sapiens (Human),Q9UQ35,SRRM2,Serine/arginine repetitive matrix protein 2,refseq:NP_057417,tandem affinity purification,22883232,High throughput,GUMC,,,
1307,O15294,OGT,Homo sapiens (Human),Q9UNL2,SSR3,Translocon-associated protein subunit gamma,refseq:NP_001295126|refseq:NP_001295133|refseq:NP_001295134|refseq:NP_009038,tandem affinity purification,22883232,High throughput,GUMC,,,
1308,O15294,OGT,Homo sapiens (Human),O95793,STAU1,Double-stranded RNA-binding protein Staufen homolog 1,refseq:NP_001032405|refseq:NP_001306063|refseq:NP_001306064|refseq:NP_001309856|refseq:NP_001309858|refseq:NP_001309859|refseq:NP_004593|refseq:NP_059346|refseq:NP_059347|refseq:NP_059348|refseq:XP_005260584,tandem affinity purification,22883232,High throughput,GUMC,,,
1309,O15294,OGT,Homo sapiens (Human),Q9Y2H1,STK38L,Serine/threonine-protein kinase 38-like,refseq:NP_055815|refseq:XP_006719121|refseq:XP_011518915|refseq:XP_016874525,tandem affinity purification,22883232,High throughput,GUMC,,,
1310,O15294,OGT,Homo sapiens (Human),O95425,SVIL,Supervillin,refseq:NP_003165|refseq:NP_068506,tandem affinity purification,22883232,High throughput,GUMC,,,
1311,O15294,OGT,Homo sapiens (Human),O60506,SYNCRIP,Heterogeneous nuclear ribonucleoprotein Q,refseq:NP_001153145|refseq:NP_001153146|refseq:NP_001153147|refseq:NP_001153148|refseq:NP_001153149|refseq:NP_001240700|refseq:NP_006363|refseq:XP_005248694|refseq:XP_016865667,tandem affinity purification,22883232,High throughput,GUMC,,,
1312,O15294,OGT,Homo sapiens (Human),O00268,TAF4,Transcription initiation factor TFIID subunit 4,refseq:NP_003176,tandem affinity purification,22883232,High throughput,GUMC,,,
1313,O15294,OGT,Homo sapiens (Human),P17987,TCP1,T-complex protein 1 subunit alpha,refseq:NP_110379,tandem affinity purification,22883232,High throughput,GUMC,,,
1314,O15294,OGT,Homo sapiens (Human),O95411,TIAF1,TGFB1-induced anti-apoptotic factor 1,refseq:NP_004731,tandem affinity purification,22883232,High throughput,GUMC,,,
1315,O15294,OGT,Homo sapiens (Human),Q3ZCQ8,TIMM50,Mitochondrial import inner membrane translocase subunit TIM50,refseq:NP_001001563|refseq:NP_001316488,tandem affinity purification,22883232,High throughput,GUMC,,,
1316,O15294,OGT,Homo sapiens (Human),Q07157,TJP1,Tight junction protein ZO-1,refseq:NP_003248|refseq:NP_783297,tandem affinity purification,22883232,High throughput,GUMC,,,
1317,O15294,OGT,Homo sapiens (Human),Q96PK6,RBM14,RNA-binding protein 14,refseq:NP_001185765|refseq:NP_001185766|refseq:NP_001185774|refseq:NP_006319,tandem affinity purification,22883232,High throughput,GUMC,,,
1318,O15294,OGT,Homo sapiens (Human),P57088,TMEM33,Transmembrane protein 33,refseq:NP_060596|refseq:XP_005248173|refseq:XP_005248174,tandem affinity purification,22883232,High throughput,GUMC,,,
1319,O15294,OGT,Homo sapiens (Human),Q9NYL9,TMOD3,Tropomodulin-3,refseq:NP_055362|refseq:XP_016877576|refseq:XP_016877577,tandem affinity purification,22883232,High throughput,GUMC,,,
1320,O15294,OGT,Homo sapiens (Human),P42166,TMPO,"Lamina-associated polypeptide 2, isoform alpha",refseq:NP_003267,tandem affinity purification,22883232,High throughput,GUMC,,,
1321,O15294,OGT,Homo sapiens (Human),P06753,TPM3,Tropomyosin alpha-3 chain,refseq:NP_001036816|refseq:NP_001036817|refseq:NP_001036818|refseq:NP_001265118|refseq:NP_001265120|refseq:NP_689476|refseq:NP_705935,tandem affinity purification,22883232,High throughput,GUMC,,,
1322,O15294,OGT,Homo sapiens (Human),Q9UPV9,TRAK1,Trafficking kinesin-binding protein 1,refseq:NP_001036111|refseq:NP_001252537|refseq:NP_001252539|refseq:NP_055780,tandem affinity purification,22883232,High throughput,GUMC,,,
1323,O15294,OGT,Homo sapiens (Human),O60296,TRAK2,Trafficking kinesin-binding protein 2,refseq:NP_055864|refseq:XP_011509992,tandem affinity purification,22883232,High throughput,GUMC,,,
1324,O15294,OGT,Homo sapiens (Human),P49815,TSC2,Tuberin,refseq:NP_000539|refseq:NP_001070651|refseq:NP_001107854|refseq:NP_001305756|refseq:NP_001305758|refseq:NP_001305760|refseq:NP_001305761|refseq:XP_005255586|refseq:XP_016879105,tandem affinity purification,22883232,High throughput,GUMC,,,
1325,O15294,OGT,Homo sapiens (Human),Q71U36,TUBA1A,Tubulin alpha-1A chain,refseq:NP_001257328|refseq:NP_001257329|refseq:NP_006000,tandem affinity purification,22883232,High throughput,GUMC,,,
1326,O15294,OGT,Homo sapiens (Human),P68363,TUBA1B,Tubulin alpha-1B chain,refseq:NP_006073,tandem affinity purification,22883232,High throughput,GUMC,,,
1327,O15294,OGT,Homo sapiens (Human),Q9BQE3,TUBA1C,Tubulin alpha-1C chain,refseq:NP_116093,tandem affinity purification,22883232,High throughput,GUMC,,,
1328,O15294,OGT,Homo sapiens (Human),P07437,TUBB,Tubulin beta chain,refseq:NP_001280141|refseq:NP_001280142|refseq:NP_001280143|refseq:NP_001280144|refseq:NP_001280145|refseq:NP_821133,tandem affinity purification,22883232,High throughput,GUMC,,,
1329,O15294,OGT,Homo sapiens (Human),Q13885,TUBB2A,Tubulin beta-2A chain,refseq:NP_001060|refseq:NP_001297244,tandem affinity purification,22883232,High throughput,GUMC,,,
1330,O15294,OGT,Homo sapiens (Human),Q9BVA1,TUBB2B,Tubulin beta-2B chain,refseq:NP_821080,tandem affinity purification,22883232,High throughput,GUMC,,,
1331,O15294,OGT,Homo sapiens (Human),P68371,TUBB4B,Tubulin beta-4B chain,refseq:NP_006079,tandem affinity purification,22883232,High throughput,GUMC,,,
1332,O15294,OGT,Homo sapiens (Human),Q13509,TUBB3,Tubulin beta-3 chain,refseq:NP_001184110|refseq:NP_006077,tandem affinity purification,22883232,High throughput,GUMC,,,
1333,O15294,OGT,Homo sapiens (Human),P04350,TUBB4A,Tubulin beta-4A chain,refseq:NP_001276052|refseq:NP_001276056|refseq:NP_001276058|refseq:NP_001276059|refseq:NP_001276060|refseq:NP_006078,tandem affinity purification,22883232,High throughput,GUMC,,,
1334,O15294,OGT,Homo sapiens (Human),Q9BUF5,TUBB6,Tubulin beta-6 chain,refseq:NP_001290453|refseq:NP_001290454|refseq:NP_001290455|refseq:NP_001290456|refseq:NP_001290457|refseq:NP_001290458|refseq:NP_001290459|refseq:NP_115914,tandem affinity purification,22883232,High throughput,GUMC,,,
1335,O15294,OGT,Homo sapiens (Human),P49411,TUFM,"Elongation factor Tu, mitochondrial",refseq:NP_003312|refseq:XP_016879108,tandem affinity purification,22883232,High throughput,GUMC,,,
1336,O15294,OGT,Homo sapiens (Human),P62987,UBA52,Ubiquitin-60S ribosomal protein L40,refseq:NP_001029102|refseq:NP_001307946|refseq:NP_001307947|refseq:NP_001307948|refseq:NP_001307949|refseq:NP_003324,tandem affinity purification,22883232,High throughput,GUMC,,,
1337,O15294,OGT,Homo sapiens (Human),Q14157,UBAP2L,Ubiquitin-associated protein 2-like,refseq:NP_001120792|refseq:NP_001274744|refseq:NP_001274745|refseq:NP_055662|refseq:XP_005245731|refseq:XP_011508518|refseq:XP_016858467|refseq:XP_016858468|refseq:XP_016858475|refseq:XP_016858476|refseq:XP_016858478|refseq:XP_016858479,tandem affinity purification,22883232,High throughput,GUMC,,,
1338,O15294,OGT,Homo sapiens (Human),P0CG47,UBB,Polyubiquitin-B,refseq:NP_001268645|refseq:NP_001268646|refseq:NP_001268647|refseq:NP_001268648|refseq:NP_001268649|refseq:NP_061828,tandem affinity purification,22883232,High throughput,GUMC,,,
1339,O15294,OGT,Homo sapiens (Human),O94941,UBOX5,RING finger protein 37,refseq:NP_055763|refseq:NP_955447,tandem affinity purification,22883232,High throughput,GUMC,,,
1340,O15294,OGT,Homo sapiens (Human),Q9HAC8,UBTD1,Ubiquitin domain-containing protein 1,refseq:NP_079230,tandem affinity purification,22883232,High throughput,GUMC,,,
1341,O15294,OGT,Homo sapiens (Human),Q8WUN7,UBTD2,Ubiquitin domain-containing protein 2,refseq:NP_689490|refseq:XP_016865511|refseq:XP_016865512,tandem affinity purification,22883232,High throughput,GUMC,,,
1342,O15294,OGT,Homo sapiens (Human),Q9BZI7,UPF3B,Regulator of nonsense transcripts 3B,refseq:NP_075386|refseq:NP_542199,tandem affinity purification,22883232,High throughput,GUMC,,,
1343,O15294,OGT,Homo sapiens (Human),Q93008,USP9X,Probable ubiquitin carboxyl-terminal hydrolase FAF-X,refseq:NP_001034679|refseq:NP_001034680,tandem affinity purification,22883232,High throughput,GUMC,,,
1344,O15294,OGT,Homo sapiens (Human),P08670,VIM,Vimentin,refseq:NP_003371|refseq:XP_006717563,tandem affinity purification,22883232,High throughput,GUMC,,,
1345,O15294,OGT,Homo sapiens (Human),Q9C0J8,WDR33,pre-mRNA 3' end processing protein WDR33,refseq:NP_001006623|refseq:NP_001006624|refseq:NP_060853|refseq:XP_011509738,tandem affinity purification,22883232,High throughput,GUMC,,,
1346,O15294,OGT,Homo sapiens (Human),P61964,WDR5,WD repeat-containing protein 5,refseq:NP_060058|refseq:NP_438172|refseq:XP_005272220,tandem affinity purification,22883232,High throughput,GUMC,,,
1347,O15294,OGT,Homo sapiens (Human),Q9NNW5,WDR6,WD repeat-containing protein 6,refseq:NP_001307475|refseq:NP_001307476|refseq:NP_060501,tandem affinity purification,22883232,High throughput,GUMC,,,
1348,O15294,OGT,Homo sapiens (Human),P61962,DCAF7,DDB1- and CUL4-associated factor 7,refseq:NP_005819,tandem affinity purification,22883232,High throughput,GUMC,,,
1349,O15294,OGT,Homo sapiens (Human),Q6UXN9,WDR82,WD repeat-containing protein 82,refseq:NP_079498,tandem affinity purification,22883232,High throughput,GUMC,,,
1350,O15294,OGT,Homo sapiens (Human),Q9H4A3,WNK1,Serine/threonine-protein kinase WNK1,refseq:NP_001171914|refseq:NP_055638|refseq:NP_061852|refseq:NP_998820|refseq:XP_016875326|refseq:XP_016875327,tandem affinity purification,22883232,High throughput,GUMC,,,
1351,O15294,OGT,Homo sapiens (Human),P67809,YBX1,Y-box-binding protein 1,refseq:NP_004550,tandem affinity purification,22883232,High throughput,GUMC,,,
1352,O15294,OGT,Homo sapiens (Human),P07947,YES1,Tyrosine-protein kinase Yes,refseq:NP_005424|refseq:XP_016881449,tandem affinity purification,22883232,High throughput,GUMC,,,
1353,O15294,OGT,Homo sapiens (Human),Q9Y5A9,YTHDF2,YTH domain-containing family protein 2,refseq:NP_001166299|refseq:NP_001166599|refseq:NP_057342,tandem affinity purification,22883232,High throughput,GUMC,,,
1354,O15294,OGT,Homo sapiens (Human),P62258,YWHAE,14-3-3 protein epsilon,refseq:NP_006752,tandem affinity purification,22883232,High throughput,GUMC,,,
1355,O15294,OGT,Homo sapiens (Human),P61981,YWHAG,14-3-3 protein gamma,refseq:NP_036611,tandem affinity purification,22883232,High throughput,GUMC,,,
1356,O15294,OGT,Homo sapiens (Human),P63104,YWHAZ,14-3-3 protein zeta/delta,refseq:NP_001129171|refseq:NP_001129172|refseq:NP_001129173|refseq:NP_001129174|refseq:NP_003397|refseq:NP_663723|refseq:XP_005251118|refseq:XP_005251120|refseq:XP_016869299|refseq:XP_016869300,tandem affinity purification,22883232,High throughput,GUMC,,,
1357,O15294,OGT,Homo sapiens (Human),O75152,ZC3H11A,Zinc finger CCCH domain-containing protein 11A,refseq:NP_001306167|refseq:NP_001306168|refseq:NP_055642|refseq:XP_005245700|refseq:XP_005245701|refseq:XP_006711736|refseq:XP_011508501|refseq:XP_011508502|refseq:XP_011508503|refseq:XP_011508504|refseq:XP_016858445|refseq:XP_016858446|refseq:XP_016858447|refseq:XP_016858448,tandem affinity purification,22883232,High throughput,GUMC,,,
1358,O15294,OGT,Homo sapiens (Human),Q7Z2W4,ZC3HAV1,Zinc finger CCCH-type antiviral protein 1,refseq:NP_064504|refseq:NP_078901,tandem affinity purification,22883232,High throughput,GUMC,,,
1359,O15294,OGT,Homo sapiens (Human),Q5BKZ1,ZNF326,DBIRD complex subunit ZNF326,refseq:NP_001307114|refseq:NP_861446|refseq:NP_892020|refseq:NP_892021|refseq:XP_005270836|refseq:XP_011539592,tandem affinity purification,22883232,High throughput,GUMC,,,
1360,O15294,OGT,Homo sapiens (Human),P51610,HCFC1,Host cell factor 1,refseq:NP_005325|refseq:XP_006724879,coimmunoprecipitation,22883232,Low throughput,GUMC,,,
1361,O15294,OGT,Homo sapiens (Human),Q9UBK2,ppargc1a,Peroxisome proliferator-activated receptor gamma coactivator 1-alpha,,coimmunoprecipitation,22883232,Low throughput,GUMC,,,
1362,Q8CGY8,OGT,Mus musculus (Mouse),Q3URK3,Tet1,Methylcytosine dioxygenase TET1,refseq:NP_081660,anti tag coimmunoprecipitation,23352454,Low throughput,GUMC,,,
1363,Q8CGY8,OGT,Mus musculus (Mouse),Q4JK59,Tet2,Methylcytosine dioxygenase TET2,refseq:NP_001035490|refseq:NP_001333665,anti tag coimmunoprecipitation,23352454,Low throughput,GUMC,,,
1364,Q8CGY8,OGT,Mus musculus (Mouse),Q3URK3,Tet1,Methylcytosine dioxygenase TET1,refseq:NP_081660,anti bait coimmunoprecipitation,25568311,Low throughput,GUMC,,,
1365,Q8CGY8,OGT,Mus musculus (Mouse),Q4JK59,Tet2,Methylcytosine dioxygenase TET2,refseq:NP_001035490|refseq:NP_001333665,anti bait coimmunoprecipitation,25568311,Low throughput,GUMC,,,
1366,O15294,OGT,Homo sapiens (Human),Q8NFU7,TET1,Methylcytosine dioxygenase TET1,refseq:NP_085128,anti tag coimmunoprecipitation,25568311,Low throughput,GUMC,,,
1367,O15294,OGT,Homo sapiens (Human),Q6N021,TET2,Methylcytosine dioxygenase TET2,refseq:NP_001120680|refseq:NP_060098|refseq:XP_005263139,anti tag coimmunoprecipitation,25568311,Low throughput,GUMC,,,
1368,O15294,OGT,Homo sapiens (Human),O43151,TET3,Methylcytosine dioxygenase TET3,refseq:NP_001274420|refseq:XP_005264244,anti tag coimmunoprecipitation,25568311,Low throughput,GUMC,,,
1369,O15294,OGT,Homo sapiens (Human),O15294,OGT,UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit,refseq:NP_858058|refseq:NP_858059|refseq:XP_016885396|refseq:XP_016885397,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1370,O15294,OGT,Homo sapiens (Human),P09874,PARP1,Poly [ADP-ribose] polymerase 1,refseq:NP_001609,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
